state_name,city_name,year,month,day_of_week,time_of_day,accident_severity,number_of_vehicles_involved,vehicle_type_involved,number_of_casualties,number_of_fatalities,weather_conditions,road_type,road_condition,lighting_conditions,traffic_control_presence,speed_limit_(km/h),driver_age,driver_gender,driver_license_status,alcohol_involvement,accident_location_details,latitude,longitude,cluster,cluster_size
Jharkhand,Unknown,2019,March,Friday,17:16,Serious,2,Pedestrian,9,3,Stormy,Village Road,Under Construction,Daylight,,55,36,Female,Expired,No,Straight Road,20.8075287667077,79.01114951664668,0,2907
Mizoram,Unknown,2020,April,Friday,17:47,Fatal,5,Bus,8,3,Foggy,National Highway,Damaged,Dusk,,68,57,Female,Valid,No,Straight Road,20.315129120198456,78.88510569712349,0,2907
Chhattisgarh,Unknown,2018,September,Monday,13:50,Serious,3,Pedestrian,1,0,Foggy,National Highway,Damaged,Dark,Signals,66,33,Male,Valid,No,Curve,20.512271273078124,78.97210762821103,0,2907
Madhya Pradesh,Unknown,2021,November,Monday,8:11,Fatal,2,Bus,7,1,Clear,Village Road,Wet,Dawn,Signs,70,69,Male,,No,Bridge,22.73687551853614,78.92964445035989,0,2907
West Bengal,Kolkata,2021,December,Saturday,11:11,Serious,5,Two-Wheeler,3,3,Foggy,National Highway,Damaged,Daylight,Signals,102,53,Female,Valid,No,Bridge,22.847994386141046,87.6687596224371,0,2907
Himachal Pradesh,Unknown,2021,November,Wednesday,1:57,Minor,1,Two-Wheeler,1,3,Stormy,Urban Road,Damaged,Dark,,107,62,Female,Expired,Yes,Straight Road,20.5245708646973,79.08636795159929,0,2907
Kerala,Unknown,2021,December,Monday,0:51,Fatal,1,Two-Wheeler,4,4,Hazy,State Highway,Under Construction,Daylight,,87,53,Female,,No,Intersection,20.69819238154695,78.97463499801428,0,2907
Bihar,Unknown,2021,May,Wednesday,5:2,Fatal,2,Car,9,2,Foggy,Urban Road,Under Construction,Dawn,Signs,90,39,Female,,No,Intersection,24.925688866205256,85.2979043632726,0,2907
Chandigarh,Unknown,2021,December,Sunday,15:44,Serious,2,Two-Wheeler,1,0,Foggy,State Highway,Dry,Dawn,Signs,58,35,Male,,No,Curve,20.797357328696055,78.86058612880443,0,2907
Tripura,Unknown,2020,March,Thursday,13:11,Serious,5,Auto-Rickshaw,6,5,Clear,State Highway,Wet,Dark,,95,47,Female,,No,Curve,20.880991453317737,78.76570658625957,0,2907
Kerala,Unknown,2020,March,Wednesday,5:10,Fatal,5,Car,5,5,Clear,Village Road,Wet,Dusk,,58,35,Female,,Yes,Curve,20.548887209020435,79.10830637708432,0,2907
Madhya Pradesh,Unknown,2023,April,Monday,8:20,Serious,2,Cycle,10,1,Foggy,Urban Road,Under Construction,Dusk,,98,44,Female,,No,Bridge,23.240329471136626,78.674598368545,0,2907
Delhi,New Delhi,2022,April,Monday,16:22,Fatal,3,Cycle,2,2,Stormy,National Highway,Dry,Dark,Signals,80,20,Male,Valid,Yes,Curve,20.80198321609615,78.66365153771658,0,2907
Himachal Pradesh,Unknown,2021,March,Tuesday,20:13,Minor,1,Truck,9,3,Rainy,Village Road,Damaged,Dark,Police Checkpost,96,28,Male,Valid,Yes,Straight Road,20.549815725050735,78.98662622526683,0,2907
Nagaland,Unknown,2023,December,Monday,11:7,Fatal,4,Two-Wheeler,4,4,Rainy,State Highway,Wet,Dark,Signals,39,27,Male,Expired,Yes,Curve,20.727168099538616,78.68574089439633,0,2907
West Bengal,Siliguri,2018,April,Tuesday,4:23,Minor,4,Pedestrian,0,5,Foggy,National Highway,Damaged,Dark,,51,54,Female,Valid,Yes,Bridge,22.695863033372724,88.01089162982578,0,2907
Tripura,Unknown,2020,January,Wednesday,11:42,Serious,3,Bus,2,5,Rainy,Village Road,Dry,Dusk,Signals,46,43,Male,Expired,No,Straight Road,20.825640159722834,79.25908368638689,0,2907
Mizoram,Unknown,2019,October,Tuesday,0:6,Fatal,1,Truck,3,0,Clear,National Highway,Dry,Dusk,Signs,75,56,Male,Valid,No,Intersection,20.889027548369853,78.66463096210158,0,2907
Meghalaya,Unknown,2020,January,Wednesday,4:39,Fatal,4,Two-Wheeler,8,0,Clear,Urban Road,Dry,Dusk,,68,59,Male,Expired,No,Bridge,20.433743732668603,78.66725235450099,0,2907
Mizoram,Unknown,2018,February,Thursday,1:52,Minor,5,Car,9,5,Rainy,State Highway,Damaged,Dawn,Signs,107,48,Male,,No,Straight Road,20.438428688071966,78.86667364878384,0,2907
Mizoram,Unknown,2022,September,Tuesday,1:27,Serious,5,Two-Wheeler,1,0,Stormy,Village Road,Under Construction,Daylight,Signs,80,57,Male,Valid,Yes,Curve,20.606280463034768,79.05616479162501,0,2907
Sikkim,Unknown,2022,April,Saturday,22:16,Minor,4,Bus,9,4,Foggy,Urban Road,Under Construction,Daylight,,115,22,Male,Expired,No,Intersection,20.87848849271521,78.82181311360132,0,2907
Punjab,Unknown,2021,March,Sunday,17:57,Serious,2,Truck,2,0,Hazy,State Highway,Damaged,Dusk,,44,54,Male,,No,Curve,20.726756635576088,79.22833110753763,0,2907
Jharkhand,Unknown,2018,February,Saturday,6:48,Minor,1,Truck,5,0,Hazy,National Highway,Wet,Dusk,Signals,67,25,Male,Valid,Yes,Straight Road,20.543359839763085,78.8820839296899,0,2907
Chandigarh,Unknown,2019,May,Tuesday,21:59,Serious,1,Truck,5,5,Clear,Village Road,Under Construction,Daylight,Signals,97,55,Female,Valid,Yes,Curve,20.589433655716768,78.6831690366223,0,2907
Puducherry,Unknown,2019,December,Sunday,16:18,Serious,5,Bus,6,5,Hazy,Urban Road,Dry,Dawn,Signs,79,65,Female,,Yes,Curve,20.576379191368282,78.9846971875033,0,2907
West Bengal,Kolkata,2020,October,Thursday,3:43,Minor,3,Car,10,4,Hazy,State Highway,Dry,Dark,,63,27,Female,Expired,No,Straight Road,22.93897744956089,87.8197052852645,0,2907
Punjab,Unknown,2022,January,Tuesday,7:41,Fatal,5,Two-Wheeler,9,2,Foggy,Urban Road,Dry,Dark,Signals,84,39,Male,Valid,Yes,Bridge,20.859423604423764,78.82666545252141,0,2907
Odisha,Unknown,2022,April,Thursday,3:40,Serious,3,Bus,1,3,Foggy,National Highway,Dry,Dusk,Signs,43,65,Male,Valid,No,Intersection,20.66293911347421,78.7150316270582,0,2907
Telangana,Unknown,2023,July,Tuesday,16:57,Fatal,2,Car,9,4,Hazy,State Highway,Dry,Dusk,Police Checkpost,39,27,Female,Expired,Yes,Bridge,20.779251265851027,78.80504828153317,0,2907
Himachal Pradesh,Unknown,2020,January,Wednesday,8:47,Fatal,3,Cycle,4,4,Clear,Village Road,Dry,Dark,Signals,35,62,Male,Valid,No,Bridge,20.8536433059153,78.83286456122796,0,2907
Punjab,Unknown,2019,October,Monday,22:10,Minor,4,Truck,2,3,Rainy,State Highway,Damaged,Daylight,,32,24,Female,Expired,Yes,Curve,20.792603347424222,78.976177102574,0,2907
Arunachal Pradesh,Unknown,2018,June,Saturday,9:44,Minor,4,Truck,9,1,Hazy,Village Road,Wet,Dusk,Signals,95,18,Female,Expired,No,Intersection,20.35603409736866,78.76482048134989,0,2907
Mizoram,Unknown,2019,September,Thursday,11:47,Minor,3,Two-Wheeler,4,2,Stormy,National Highway,Wet,Dark,Police Checkpost,82,54,Male,Valid,No,Straight Road,20.49786452878235,78.96661026065794,0,2907
Telangana,Unknown,2018,January,Tuesday,23:21,Minor,5,Cycle,6,5,Stormy,Urban Road,Wet,Dusk,Signs,101,25,Male,,Yes,Bridge,20.74276156026828,78.9975598655865,0,2907
Jammu and Kashmir,Unknown,2023,April,Sunday,23:55,Serious,2,Pedestrian,8,5,Foggy,Urban Road,Dry,Daylight,Police Checkpost,51,40,Female,,No,Intersection,20.88026488804757,78.85681662040699,0,2907
Assam,Unknown,2021,February,Friday,5:46,Serious,1,Two-Wheeler,0,3,Stormy,National Highway,Wet,Dusk,,88,67,Male,Expired,Yes,Bridge,20.69460475129608,79.20742335855023,0,2907
Chhattisgarh,Unknown,2022,February,Monday,20:21,Serious,1,Two-Wheeler,8,0,Stormy,National Highway,Wet,Dark,Police Checkpost,107,67,Female,,Yes,Straight Road,20.356694480973196,78.94552617484122,0,2907
Gujarat,Vadodara,2021,April,Wednesday,5:56,Serious,5,Bus,7,3,Rainy,Village Road,Wet,Dark,Police Checkpost,33,43,Female,Expired,Yes,Straight Road,22.444579750012704,71.14367852731816,0,2907
Chandigarh,Unknown,2021,January,Monday,8:34,Minor,4,Two-Wheeler,4,2,Stormy,Village Road,Under Construction,Dusk,Signals,120,33,Female,,No,Curve,20.348435751764434,78.97622900533102,0,2907
Karnataka,Mysore,2021,February,Monday,8:0,Minor,2,Car,7,0,Stormy,Village Road,Wet,Dusk,Signals,72,22,Male,Valid,No,Bridge,15.198288758901413,75.85438791207014,0,2907
Gujarat,Vadodara,2018,January,Thursday,23:43,Fatal,2,Bus,4,3,Hazy,Urban Road,Damaged,Dawn,Signals,92,63,Male,Valid,No,Intersection,22.14941021481917,71.45808166831529,0,2907
Haryana,Unknown,2020,December,Tuesday,8:14,Serious,1,Auto-Rickshaw,8,4,Stormy,Urban Road,Wet,Daylight,,63,31,Male,,No,Straight Road,20.660044380249033,78.97507758283012,0,2907
Delhi,Dwarka,2021,May,Friday,18:55,Serious,3,Truck,8,2,Hazy,Village Road,Under Construction,Dusk,Signs,66,22,Female,Valid,No,Intersection,20.630604159014776,79.17748549596227,0,2907
Madhya Pradesh,Unknown,2021,December,Thursday,15:1,Fatal,1,Auto-Rickshaw,9,3,Rainy,Urban Road,Under Construction,Dusk,Signals,69,30,Male,,No,Curve,23.245621177811657,78.76890718779697,0,2907
Goa,Unknown,2021,December,Thursday,15:7,Minor,4,Pedestrian,5,3,Stormy,Village Road,Wet,Dark,Signs,59,64,Male,,No,Straight Road,20.801567693812146,79.00903501391012,0,2907
Manipur,Unknown,2019,January,Thursday,2:34,Serious,5,Pedestrian,6,0,Foggy,Village Road,Dry,Daylight,Signals,30,59,Male,Expired,No,Straight Road,20.48722454586685,78.96020266857798,0,2907
Jharkhand,Unknown,2018,June,Wednesday,14:45,Minor,4,Auto-Rickshaw,8,1,Clear,State Highway,Damaged,Daylight,,35,42,Female,Valid,No,Bridge,20.345365415751708,78.90722933024752,0,2907
Meghalaya,Unknown,2018,October,Saturday,14:17,Minor,1,Pedestrian,9,1,Rainy,State Highway,Dry,Dark,Police Checkpost,57,29,Female,,No,Intersection,20.351940524057465,79.00531176987438,0,2907
Sikkim,Unknown,2022,March,Sunday,13:41,Minor,4,Car,9,1,Rainy,State Highway,Wet,Dawn,Police Checkpost,53,61,Female,Valid,No,Intersection,20.485651698654333,79.00356041692632,0,2907
Delhi,New Delhi,2020,August,Wednesday,1:50,Fatal,2,Cycle,2,2,Foggy,Village Road,Under Construction,Dusk,Signals,96,26,Male,Valid,Yes,Intersection,20.88585989746662,79.00151736816622,0,2907
West Bengal,Kolkata,2021,May,Wednesday,18:24,Fatal,2,Two-Wheeler,1,4,Clear,State Highway,Damaged,Dawn,Police Checkpost,38,21,Male,Valid,Yes,Curve,23.242161363952444,87.63718264707278,0,2907
Sikkim,Unknown,2021,December,Friday,17:36,Minor,5,Truck,2,4,Rainy,State Highway,Dry,Dark,Police Checkpost,84,45,Male,Expired,Yes,Straight Road,20.66192004028011,78.74524169311023,0,2907
West Bengal,Durgapur,2022,July,Saturday,20:52,Minor,2,Bus,0,4,Hazy,Village Road,Dry,Dark,Police Checkpost,53,65,Male,Expired,Yes,Curve,22.694162148137952,88.09646467176908,0,2907
Chhattisgarh,Unknown,2021,May,Friday,16:4,Serious,5,Cycle,5,1,Foggy,National Highway,Dry,Daylight,Signals,45,49,Female,Expired,No,Curve,20.314151674462785,78.87676122967649,0,2907
Himachal Pradesh,Unknown,2023,August,Saturday,6:12,Minor,2,Two-Wheeler,2,3,Foggy,National Highway,Dry,Daylight,Signs,49,64,Female,Valid,No,Bridge,20.83783044942147,79.07885178316256,0,2907
Uttarakhand,Unknown,2021,December,Friday,16:30,Fatal,1,Pedestrian,7,1,Hazy,Urban Road,Dry,Daylight,,102,61,Female,Expired,Yes,Curve,20.681823503709552,78.80146363015407,0,2907
Delhi,New Delhi,2018,October,Wednesday,1:9,Serious,3,Cycle,4,4,Hazy,State Highway,Damaged,Dusk,Signals,111,22,Male,,Yes,Bridge,20.368701575867455,78.66940822976429,0,2907
Tamil Nadu,Madurai,2020,December,Wednesday,10:20,Serious,3,Two-Wheeler,10,2,Stormy,Urban Road,Damaged,Dark,Signals,90,54,Male,Valid,No,Curve,10.884547443007921,78.69089980093798,0,2907
Sikkim,Unknown,2022,January,Sunday,17:3,Serious,4,Pedestrian,9,5,Hazy,State Highway,Wet,Dark,,90,42,Female,,No,Straight Road,20.543721902487086,79.17562068954483,0,2907
Sikkim,Unknown,2022,July,Wednesday,18:2,Serious,2,Truck,8,1,Clear,Urban Road,Dry,Dark,,78,22,Male,Valid,No,Curve,20.441152484781036,78.9140888260896,0,2907
Maharashtra,Pune,2021,April,Thursday,1:39,Fatal,2,Cycle,10,1,Hazy,National Highway,Damaged,Dawn,,112,55,Female,,Yes,Straight Road,19.722060225776513,75.93030244936291,0,2907
Goa,Unknown,2018,June,Friday,11:11,Minor,3,Pedestrian,4,2,Stormy,Urban Road,Under Construction,Dark,Signals,46,36,Male,,No,Intersection,20.38757334359703,78.69646754582809,0,2907
Andhra Pradesh,Tirupati,2023,August,Thursday,18:8,Serious,4,Bus,1,1,Stormy,Village Road,Dry,Dawn,Signs,45,53,Female,Expired,No,Bridge,15.644293539113695,80.03483026465321,0,2907
Puducherry,Unknown,2022,July,Friday,19:23,Minor,1,Truck,9,0,Foggy,Village Road,Dry,Dawn,Signals,78,40,Male,Expired,Yes,Intersection,20.38096720266701,78.97812956178164,0,2907
Meghalaya,Unknown,2020,March,Thursday,19:29,Serious,1,Two-Wheeler,10,2,Foggy,State Highway,Under Construction,Dark,,119,27,Female,Expired,Yes,Curve,20.49954284315693,78.68591465144857,0,2907
Telangana,Unknown,2023,November,Thursday,0:7,Serious,5,Pedestrian,6,3,Rainy,Urban Road,Wet,Dusk,Police Checkpost,37,60,Female,,Yes,Curve,20.69516171374373,78.86503153652198,0,2907
Tamil Nadu,Madurai,2020,June,Saturday,21:55,Serious,1,Truck,3,1,Foggy,Urban Road,Wet,Daylight,,58,70,Male,,Yes,Straight Road,11.243495604799215,78.9058722342473,0,2907
Mizoram,Unknown,2020,July,Wednesday,23:44,Serious,1,Cycle,7,4,Rainy,State Highway,Wet,Dark,Signals,109,60,Male,Valid,No,Curve,20.765197033988343,78.69843005372866,0,2907
Andhra Pradesh,Visakhapatnam,2018,December,Friday,0:27,Minor,4,Auto-Rickshaw,1,5,Foggy,Village Road,Wet,Dark,Signals,86,51,Female,Valid,Yes,Straight Road,15.805109486727707,79.79925827112606,0,2907
Uttar Pradesh,Varanasi,2023,July,Saturday,8:58,Minor,1,Pedestrian,1,3,Foggy,Urban Road,Wet,Dawn,,30,59,Male,Valid,Yes,Bridge,26.786772326786565,80.74348112172756,0,2907
Chandigarh,Unknown,2018,April,Wednesday,9:55,Minor,5,Pedestrian,9,2,Foggy,Urban Road,Damaged,Daylight,,81,54,Male,,No,Straight Road,20.336720842434218,78.7842523607959,0,2907
Mizoram,Unknown,2023,February,Sunday,16:59,Minor,2,Bus,2,2,Foggy,Urban Road,Damaged,Dusk,Police Checkpost,56,60,Female,,Yes,Curve,20.69024299279514,79.08626896480159,0,2907
Odisha,Unknown,2022,September,Tuesday,8:8,Fatal,4,Car,6,3,Rainy,Urban Road,Wet,Daylight,Signs,53,40,Female,,Yes,Bridge,20.360521206734614,79.16041236365562,0,2907
Telangana,Unknown,2018,December,Sunday,18:0,Minor,3,Bus,8,2,Clear,State Highway,Under Construction,Daylight,,114,46,Female,Expired,Yes,Intersection,20.502609722830297,78.80475238435409,0,2907
Karnataka,Bangalore,2021,October,Friday,13:8,Minor,1,Pedestrian,2,3,Stormy,Urban Road,Dry,Dawn,Signs,97,37,Male,Expired,No,Straight Road,15.497531579838247,75.71204854858752,0,2907
Chhattisgarh,Unknown,2022,January,Saturday,16:40,Serious,1,Car,8,2,Hazy,Village Road,Wet,Dawn,,109,51,Female,Expired,No,Intersection,20.522009216746152,79.08936182964113,0,2907
Kerala,Unknown,2023,July,Saturday,7:11,Serious,4,Cycle,2,0,Rainy,National Highway,Dry,Dawn,,96,66,Male,,Yes,Curve,20.40252726484596,79.11278644601423,0,2907
Madhya Pradesh,Unknown,2018,August,Thursday,11:19,Minor,4,Cycle,0,4,Hazy,Urban Road,Dry,Daylight,Signals,46,63,Female,Valid,Yes,Bridge,22.849609903318974,78.48251993066233,0,2907
Delhi,Rohini,2018,May,Saturday,19:26,Serious,4,Bus,0,1,Rainy,State Highway,Wet,Daylight,Signs,30,52,Female,,Yes,Bridge,20.38995875938298,79.14740775617256,0,2907
Puducherry,Unknown,2023,February,Saturday,23:48,Minor,3,Two-Wheeler,6,5,Stormy,Village Road,Under Construction,Dusk,Police Checkpost,55,68,Female,Valid,No,Bridge,20.424801262340907,79.07622739981313,0,2907
Gujarat,Vadodara,2021,April,Sunday,21:9,Fatal,3,Cycle,3,1,Stormy,Urban Road,Dry,Daylight,Police Checkpost,47,49,Female,,Yes,Straight Road,22.08692596604064,71.4361391778991,0,2907
Delhi,Dwarka,2021,October,Wednesday,5:12,Serious,5,Two-Wheeler,8,4,Foggy,Village Road,Damaged,Daylight,,72,19,Female,Expired,No,Intersection,20.597851639564176,78.71924267586361,0,2907
West Bengal,Siliguri,2022,March,Sunday,7:43,Minor,5,Pedestrian,6,0,Rainy,Village Road,Under Construction,Dark,Signals,41,43,Male,Expired,Yes,Curve,23.23518634162388,87.95255585804891,0,2907
West Bengal,Kolkata,2020,April,Thursday,7:27,Minor,3,Two-Wheeler,8,0,Hazy,National Highway,Damaged,Dark,Police Checkpost,77,39,Female,Valid,No,Bridge,22.876105290421176,88.02094832183067,0,2907
Bihar,Unknown,2023,December,Monday,1:50,Serious,2,Bus,10,1,Hazy,State Highway,Wet,Dusk,Signs,116,55,Male,,No,Intersection,25.12995079833456,85.42513902708548,0,2907
Maharashtra,Pune,2022,April,Monday,17:33,Minor,3,Pedestrian,7,1,Rainy,State Highway,Wet,Dark,Police Checkpost,78,42,Male,Valid,Yes,Intersection,19.56261506115408,75.79260123317394,0,2907
Mizoram,Unknown,2023,April,Sunday,23:14,Fatal,1,Two-Wheeler,4,5,Stormy,National Highway,Dry,Dawn,Police Checkpost,46,66,Female,Valid,Yes,Bridge,20.6925475437853,78.85420542149826,0,2907
Jharkhand,Unknown,2020,August,Thursday,0:49,Minor,1,Bus,1,0,Stormy,Urban Road,Under Construction,Daylight,,86,53,Female,Expired,Yes,Bridge,20.482379618532637,78.8724517285918,0,2907
Jammu and Kashmir,Unknown,2020,March,Monday,6:1,Minor,3,Bus,2,1,Hazy,National Highway,Dry,Daylight,Signals,87,61,Female,,Yes,Intersection,20.62462157708972,78.8915172779276,0,2907
Arunachal Pradesh,Unknown,2020,July,Friday,13:31,Minor,4,Car,8,2,Clear,Urban Road,Damaged,Dawn,Signals,110,70,Male,Valid,No,Intersection,20.699608131202606,79.00032751666248,0,2907
Bihar,Unknown,2020,December,Monday,5:34,Serious,5,Cycle,4,2,Hazy,Urban Road,Wet,Daylight,Police Checkpost,43,40,Female,Expired,No,Curve,25.380012940636938,85.59324203838594,0,2907
Rajasthan,Udaipur,2023,June,Tuesday,7:25,Fatal,4,Cycle,5,2,Foggy,Urban Road,Dry,Dawn,,64,67,Male,Valid,No,Bridge,27.125365322689785,74.28024061977952,1,93
Gujarat,Ahmedabad,2022,December,Friday,11:41,Fatal,3,Auto-Rickshaw,3,2,Foggy,Urban Road,Damaged,Dark,Signals,117,57,Female,Expired,Yes,Curve,22.39821816861779,71.19358593333159,0,2907
Maharashtra,Pune,2019,February,Saturday,17:31,Minor,5,Car,10,2,Rainy,National Highway,Under Construction,Daylight,,60,38,Female,Expired,No,Intersection,19.64861510422803,75.74285899426262,0,2907
Gujarat,Surat,2021,June,Saturday,1:42,Fatal,3,Two-Wheeler,9,0,Clear,Urban Road,Wet,Dawn,,37,63,Female,Expired,No,Bridge,22.548369926328924,71.39004800523097,0,2907
West Bengal,Kolkata,2021,December,Thursday,8:32,Serious,4,Truck,5,1,Stormy,Village Road,Dry,Dawn,Police Checkpost,100,61,Male,Expired,No,Curve,22.899964892395307,87.66026140521181,0,2907
Maharashtra,Pune,2022,February,Wednesday,11:27,Fatal,5,Car,6,2,Stormy,State Highway,Wet,Dawn,,44,36,Female,Expired,Yes,Intersection,19.90840430601517,75.69799904295253,0,2907
Meghalaya,Unknown,2021,November,Wednesday,19:51,Fatal,3,Truck,0,3,Rainy,State Highway,Dry,Dark,Signals,98,24,Female,,No,Straight Road,20.85117018164467,79.12992902089508,0,2907
Tamil Nadu,Madurai,2020,January,Thursday,19:22,Minor,1,Pedestrian,2,2,Hazy,Village Road,Dry,Dark,,114,64,Female,,Yes,Straight Road,11.25509939270549,78.88411067186105,0,2907
Andhra Pradesh,Visakhapatnam,2020,December,Thursday,9:48,Minor,4,Auto-Rickshaw,10,1,Stormy,State Highway,Wet,Daylight,,80,40,Male,,Yes,Bridge,15.773576412995483,79.98552506097812,0,2907
Goa,Unknown,2019,November,Wednesday,21:30,Serious,3,Car,8,2,Stormy,State Highway,Wet,Daylight,,114,33,Female,Valid,No,Bridge,20.628832246789457,78.91735547459216,0,2907
Puducherry,Unknown,2021,March,Thursday,11:52,Minor,5,Two-Wheeler,2,5,Hazy,State Highway,Damaged,Dusk,Signs,30,27,Female,Valid,Yes,Curve,20.603844922786827,78.97125618726302,0,2907
Punjab,Unknown,2022,November,Tuesday,9:44,Fatal,2,Two-Wheeler,7,0,Foggy,State Highway,Damaged,Dawn,,94,22,Male,Expired,Yes,Bridge,20.72410513686241,78.96540051005347,0,2907
Jharkhand,Unknown,2020,June,Thursday,22:16,Serious,1,Bus,8,2,Foggy,Village Road,Dry,Dark,,120,56,Male,Valid,No,Straight Road,20.826809494495333,78.80369712595385,0,2907
Odisha,Unknown,2019,September,Monday,16:12,Serious,4,Bus,6,5,Hazy,Urban Road,Under Construction,Daylight,Signs,44,68,Female,Expired,Yes,Straight Road,20.669368938404933,78.72143031974004,0,2907
Telangana,Unknown,2022,March,Sunday,9:30,Serious,3,Auto-Rickshaw,10,2,Stormy,Village Road,Dry,Dawn,Signs,82,60,Male,,No,Bridge,20.479767848789596,79.2599865732336,0,2907
Goa,Unknown,2019,April,Thursday,5:36,Fatal,1,Pedestrian,0,1,Hazy,National Highway,Wet,Dusk,Signals,106,36,Female,Valid,Yes,Bridge,20.446929880524706,78.98640575181757,0,2907
Kerala,Unknown,2019,March,Friday,15:33,Minor,2,Pedestrian,7,5,Rainy,National Highway,Dry,Dusk,,38,46,Female,,Yes,Bridge,20.351058805467446,78.77583066581506,0,2907
Odisha,Unknown,2018,March,Monday,5:31,Minor,3,Car,1,1,Clear,Urban Road,Under Construction,Daylight,Signals,33,62,Male,Valid,No,Bridge,20.349462715290716,78.96112238647028,0,2907
Tamil Nadu,Coimbatore,2020,December,Saturday,13:54,Fatal,3,Bus,8,4,Hazy,Village Road,Damaged,Dusk,,80,68,Male,Valid,Yes,Curve,11.206591437207665,78.56877590918157,0,2907
Andhra Pradesh,Visakhapatnam,2022,November,Tuesday,13:7,Fatal,5,Auto-Rickshaw,10,5,Stormy,State Highway,Under Construction,Dark,Signs,105,35,Female,Valid,No,Intersection,15.643398430431947,79.9697615789635,0,2907
Kerala,Unknown,2018,October,Wednesday,14:56,Serious,2,Truck,8,2,Foggy,Village Road,Dry,Dusk,,101,62,Male,,Yes,Curve,20.76602702816364,78.97836989454612,0,2907
Andhra Pradesh,Tirupati,2021,April,Monday,6:26,Minor,5,Pedestrian,4,4,Stormy,Village Road,Under Construction,Daylight,Signs,106,36,Female,Expired,No,Intersection,15.74607990387502,80.03791161766041,0,2907
Nagaland,Unknown,2021,August,Sunday,16:13,Minor,5,Bus,1,2,Hazy,State Highway,Damaged,Dark,Signs,55,24,Male,,No,Straight Road,20.75235074198857,78.95501550802814,0,2907
Goa,Unknown,2021,September,Sunday,7:29,Minor,5,Auto-Rickshaw,8,5,Clear,State Highway,Wet,Dark,Signals,36,33,Male,,No,Curve,20.771124406683086,78.90224420079808,0,2907
Tamil Nadu,Coimbatore,2021,April,Monday,11:23,Minor,2,Truck,7,0,Stormy,Urban Road,Wet,Dusk,,30,39,Female,Valid,No,Straight Road,11.125128124719573,78.72607705359171,0,2907
Chhattisgarh,Unknown,2020,April,Tuesday,2:23,Minor,3,Car,5,4,Rainy,State Highway,Wet,Daylight,Signs,49,50,Female,Expired,Yes,Intersection,20.773440309645537,78.86676566537125,0,2907
Arunachal Pradesh,Unknown,2023,May,Friday,8:34,Minor,1,Pedestrian,2,4,Rainy,State Highway,Under Construction,Dusk,Police Checkpost,77,66,Male,,Yes,Straight Road,20.47114346387296,79.19185195907966,0,2907
